ref,External ID,Name,City,Country,customer,supplier,Email,Fax,Is a Company,Mobile,Phone,Notes,State,Street,Street2,Zip,Account Payable,Account Receivable,Tags,Vendor Payment Terms
FS.217,vendor0980,ALI SAID,,,FALSE,TRUE,,,,,,,,ALI SAID,,,,,,
TV.002,vendor0981,SUKAELAH (ZATTA),,,FALSE,TRUE,,,,022-5892350,,,,BANDUNG,,,,,,
SS.221,vendor0982,BEIFANG (SLP),,,FALSE,TRUE,,,,020-81711897,,,,GB54 Liwan plaza Chang Shou Road Guangzhou,,,,,,
SS.203,vendor0983,TOKO TIRTA (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SS.218,vendor0984,YIHAI NATURAL SHELL CRAFTWORK (SLP),,,FALSE,TRUE,,,,020-81389575,,,,YIHAI NATURAL SHELL CRAFTWORK (SLP,,,,,,
SS.162,vendor0985,PT.CITRA TALENTA TEXINDO (SLP),,,FALSE,TRUE,,,,021-53653815,,,,JAKARTA,,,,,,
1000021,vendor0986,DOMINO (BP FAMOS),,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,
SS.190,vendor0987,JIE JING BAO SHI FACTORY (SLP),,,FALSE,TRUE,,,,020-81711096,,,,CHINA,,,,,,
SS.186,vendor0988,CHANG JIANG JEWERLY (SLP),,,FALSE,TRUE,,,,020-81087479,,,,CHINA,,,,,,
SS.187,vendor0989,SANYANG BAOSHI (SLP),,,FALSE,TRUE,,,,020-89263003,,,,CHINA,,,,,,
FS.189,vendor0990,NATURLIFE ANTAPANI NETWORK,,,FALSE,TRUE,,,,,,,,.ANTAPANI BANDUNG,,,,,,Net 14 Days
FS.019,vendor0991,AGNIA,,,FALSE,TRUE,,,,,,,,AGNIA,,,,,,
FS.205,vendor0992,ILUVA,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,Net 30 Days
SS.223,vendor0993,EMY ACC (SLP),,,FALSE,TRUE,,,,83821120178,,,,EMY ACC (SLP),,,,,,
FS.161,vendor0994,RAMZI ,,,FALSE,TRUE,,,,81384461598,,,,JAKARTA,,,,,,
SS.089,vendor0995,MEDINH (SLP),,,FALSE,TRUE,,,,,,,,MEDINH (SLP),,,,,,
SS.163,vendor0996,CAHAYA MAKMUR TEXTILLE (SLP),,,FALSE,TRUE,,,,818858666,,,,CAHAYA MAKMUR TEXTILLE (SLP),,,,,,
FS.043,vendor0997,ASRI COLL,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SS.220,vendor0998,SAMS (SLP),,,FALSE,TRUE,,,,020-81397911,,,,Shop No.GE111 north tower liwan plaza longevity ,,,,,,
SS.185,vendor0999,SAMS (SLP),,,FALSE,TRUE,,,,020-89260622,,,,CHINA,,,,,,
FS.100,vendor1000,EVAS COLLECTION,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
SS.212,vendor1001,TONY WIDJAYA (SLP),,,FALSE,TRUE,,,,022-76258595,,,,TONY WIDJAYA (SLP),,,,,,
FS.229,vendor1002,MAHANAGARI,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
FS.146,vendor1003,SOKA,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
FS.185,vendor1004,ALFA ROHMAH,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SS.173,vendor1005,WEITENG (SLP),,,FALSE,TRUE,,,,020-34134118,,,,CHINA,,,,,,
SS.172,vendor1006,WAN CHENG CLOTH (SLP),,,FALSE,TRUE,,,,020-89263135,,,,CHINA,,,,,,
SS.175,vendor1007,CV.XING WANG XIONG WEI BU YE (SLP),,,FALSE,TRUE,,,,020-89105791,,,,CHINA,,,,,,
TV.001,vendor1008,ESIH (ZATTA),,,FALSE,TRUE,,,,818620858,,,,ESIH (ZATTA),,,,,,
SS.178,vendor1009,TRENDY TEXTILLE (SLP),,,FALSE,TRUE,,,,020-891069943,,,,CHINA,,,,,,
FS.150,vendor1010,TACA,,,FALSE,TRUE,,,,,,,,.JAKARTA BARAT,,,,,,
SS.155,vendor1011,UP UP (SLP),,,FALSE,TRUE,,,,020-86190747,,,,UP UP (SLP),,,,,,
SS.179,vendor1012,KANG ZIN TEXTILLE (SLP),,,FALSE,TRUE,,,,020-89234173,,,,CHINA,,,,,,
SS.177,vendor1013,CHENGDA TEXTILE (SLP),,,FALSE,TRUE,,,,020-89264484,,,,CHINA,,,,,,
ZS.070,vendor1014,PT. SUN METAL (ZOYA),,,FALSE,TRUE,,,,022-5945906 ,,,,PT. SUN METAL (ZOYA),,,,,,Net 30 Days
INM,vendor1015,INDOMAS,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
ZS.056,vendor1016,DUNIA GARMENT ACC (ZOYA),,,FALSE,TRUE,,,,022-4212555,,,,BANDUNG,,,,,,
FS.177,vendor1017,EMI,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
SV.110,vendor1018,DAENG (SLP),,,FALSE,TRUE,,,,81394089306,,,,DAENG (SLP),,,,,,
FS.208,vendor1019,AHYAL ,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
FS.200,vendor1020,LUNAN GO,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,Net 30 Days
SS.139,vendor1021,PETRA (SLP),,,FALSE,TRUE,,,,022-4234100,,,,PETRA (SLP),,,,,,
ZS.018,vendor1022,PT. GANI ARTA (ZOYA),,,FALSE,TRUE,,,,022-7801596,,,,BANDUNG,,,,,,
ENT,vendor1023,ENTIN (FMS),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
FS.109,vendor1024,HARUN BUSANA,,,FALSE,TRUE,,,,2198212955,,,,JAKARTA PUSAT,,,,,,
SS.108,vendor1025,KING SHOPPING CENTRE (SLP),,,FALSE,TRUE,,,,,,,,KING SHOPPING CENTRE (SLP),,,,,,
FS.162,vendor1026,INA PRO,,,FALSE,TRUE,,,,022 91237611,,,,BANDUNG,,,,,,
SS.140,vendor1027,ISNA FAJAR (SLP),,,FALSE,TRUE,,,,022-7002471,,,,ISNA FAJAR (SLP),,,,,,
ZS.059,vendor1028,UD. B&A  (ZOYA),,,FALSE,TRUE,,,,021-6611189,,,,UD. B&A  (ZOYA),,,,,,
SV.117,vendor1029,AGUS RUSMANA (SLP),,,FALSE,TRUE,,,,8531538048,,,,BANDUNG,,,,,,
SS.158,vendor1030,LAI SHUNPRTDUCTR TAIKANG (SLP),,,FALSE,TRUE,,,,020-83221242,,,,LAI SHUNPRTDUCTR TAIKANG (SLP),,,,,,
UNI,vendor1031,UNINDO,,,FALSE,TRUE,,,,,,,,-,,,,,,Net 14 Days
SV.100,vendor1032,AHMAD MULYANA (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
MS.022,vendor1033,Anton,,,FALSE,TRUE,,,,,,,,Anton,,,,,,Net 30 Days
SV.045,vendor1034,JAMAL (SLP),,,FALSE,TRUE,,,,(022) 92908022,,,,JAMAL,,,,,,
SS.171,vendor1035,JIN LIN TEXTILLE (SLP),,,FALSE,TRUE,,,,020-89552484,,,,CHINA,,,,,,Net 14 Days
SS.146,vendor1036,JI DA FABRIC (SLP),,,FALSE,TRUE,,,,020-89103031,,,,JI DA FABRIC (SLP),,,,,,Net 14 Days
SS.201,vendor1037,CV. ANUGERAH JAYA LESTARI (SLP),,,FALSE,TRUE,,,,022-86061816,,,,CV. ANUGERAH JAYA LESTARI (SLP),,,,,,
FS.163,vendor1038,"WARDAH, PUSAKA TRADISI IBU",,,FALSE,TRUE,,,,,,,,.Jakarta,,,,,,Net 90 Days
SS.166,vendor1039,TK. BOLA DUNIA (SLP),,,FALSE,TRUE,,,,56653,,,,BANDUNG,,,,,,Net 14 Days
SS.193,vendor1040,XIANG XING (SLP),,,FALSE,TRUE,,,,020-89262436,,,,CHINA,,,,,,
ZS.003,vendor1041,BIMATEX  (ZOYA),,,FALSE,TRUE,,,,022-5941191,,,,BIMATEX,,,,,,
ZS.050,vendor1042,GRAND BOUTIQUE CENTRE (ZOYA),,,FALSE,TRUE,,,,021-62309104,,,,GRAND BOUTIQUE CENTRE (ZOYA),,,,,,Net 30 Days
SS.075,vendor1043,IRVI CREATION (SLP),,,FALSE,TRUE,,,,022 85449706,,,,IRVI CREATION ,,,,,,Net 14 Days
FS.036,vendor1044,AMANAH,,,FALSE,TRUE,,,,022 4241977,,,,BANDUNG,,,,,,
SS.020,vendor1045,PT INTI DAYA MANDIRI PRATAMA (SLP),,,FALSE,TRUE,,,,(022) 6034918,,,,PT INTI DAYA MANDIRI PRATAMA,,,,,,
SUMBER_,vendor1046,SUMBER REZEKI,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
SS.182,vendor1047,FEI GE BUTTON (SLP),,,FALSE,TRUE,,,,020-89262738,,,,CHINA,,,,,,
SS.184,vendor1048,YALIANS BUTTON LTD (SLP),,,FALSE,TRUE,,,,020-89263459,,,,CHINA,,,,,,
JEF,vendor1049,JEFRI (FMS),,,FALSE,TRUE,,,,,,,,-,,,,,,
SS.191,vendor1050,TOKO BINTANG JAYA (SLP),,,FALSE,TRUE,,,,021-61327238,,,,JAKARTA,,,,,,
SS.168,vendor1051,LEI-LEI TEXTILE (SLP),,,FALSE,TRUE,,,,020-89262937,,,,CHINA,,,,,,
SS.078,vendor1052,JAYA BUTTON (SLP),,,FALSE,TRUE,,,,021-6905800,,,,JAYA BUTTON (SLP),,,,,,Net 7 Days
SV.127,vendor1053,DEDEH (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SS.302,vendor1054,PT. DHARMATAMA INTI LESTARI (SLP),,,FALSE,TRUE,,,,022-6013981,,,,Bandung,,,,,,
ZS.112,vendor1055,Terang Mulia (MHN),,,FALSE,TRUE,,,,022 - 6076566,,,,Terang Mulia,,,,,,
SS.345,vendor1056,COTTON CENTRE (EC),,,FALSE,TRUE,,,,,,,,ANDRY.,,,,,,
FS.115,vendor1057,ITA AKSESORIS,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
SS.324,vendor1058,PT JAYA MANDIRI (SLP),,,FALSE,TRUE,,,,021-6013905,,,,JAKARTA,,,,,,
ZS.113,vendor1059,PT. Kemas Indah Maju (COSMETIC),,,FALSE,TRUE,,,,,,,,Mba Iis,,,,,,
SS.198,vendor1060,HONGYUAN ACCESORIES (SLP),,,FALSE,TRUE,,,,020-84182287,,,,CHINA,,,,,,
SS.197,vendor1061,YINGYING SNAP BUTTONS (SLP),,,FALSE,TRUE,,,,020-84466179,,,,CHINA,,,,,,
FS.186,vendor1062,TANAH ABANG,,,FALSE,TRUE,,,,,,,,.Jakarta Pusat,,,,,,
FS.219,vendor1063,SALMA,,,FALSE,TRUE,,,,85659217666,,,,BANDUNG,,,,,,
TB,vendor1064,TOKO ACC BDG,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SS.323,vendor1065,PT CITRA TALENTA (EC),,,FALSE,TRUE,,,,021-53653815,,,,JAKARTA,,,,,,
SV.015,vendor1066,SUDARSA (SLP),,,FALSE,TRUE,,,,0813-9461-4950,,,,SUDARSA,,,,,,
SS.207,vendor1067,CHANG JIANG JEWELRY (SLP),,,FALSE,TRUE,,,,020-81087479,,,,CHINA,,,,,,
SV.125,vendor1068,SANSAN (SLP),,,FALSE,TRUE,,,,0262-455965,,,,GARUT,,,,,,
SS.208,vendor1069,YI HAI NATURAL SHELL CRAFTWORK (SLP),,,FALSE,TRUE,,,,,,,,CHINA,,,,,,
FS.093,vendor1070,DUTA GROUP COLLECTION,,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAKARTA PUSAT,,,,,,
SS.211,vendor1071,"CHIA CHIA ACCS.CO.,LTD (SLP)",,,FALSE,TRUE,,,,886-2-2559 8255~7,,,,"CHIA CHIA ACCS.CO.,LTD (SLP)",,,,,,
FS.018,vendor1072,WARNA ,,,FALSE,TRUE,,,,,,,,WARNA,,,,,,Net 7 Days
SS.216,vendor1073,RI YUE MING PEARL (SLP),,,FALSE,TRUE,,,,020-81711567,,,,RI YUE MING PEARL (SLP),,,,,,
ZS.048,vendor1074,ANUGRAH ABADI (ZOYA),,,FALSE,TRUE,,,,(022) 70738529,,,,ANUGRAH ABADI (ZOYA),,,,,,
ZV.203,vendor1075,BANDUNG LAUNDRY (DENIM),,,FALSE,TRUE,,,,,,,,TYAS,,,,,,Net 14 Days
SS.344,vendor1076,CV SERAYU (EC),,,FALSE,TRUE,,,,022-5950242,,,,IBU INTAN,,,,,,
MS.028,vendor1077,DESHA MEDIA (MHN),,,FALSE,TRUE,,,,,,,, ,,,,,,
MS.014,vendor1078,Percaperca,,,FALSE,TRUE,,,,,,,,Percaperca,,,,,,
SS.018,vendor1079,PARIS TEXTILE FASHION (SLP),,,FALSE,TRUE,,,,022-4219826,,,,PARIS TEXTILE FASHION,,,,,,
ZS.067,vendor1080,HANA (ZOYA),,,FALSE,TRUE,,,,021-93433544,,,,JAKARTA,,,,,,
ZV.133,vendor1081,YODI (ZOYA),,,FALSE,TRUE,,,,,,,,YODI,,,,,,
TTL,vendor1082,TOP TRI LAND,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SL.001,vendor1083,Mitra Usaha Gentani (MUG),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SL.004,vendor1084,PT Indosentosa Trada,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SS. 237,vendor1085,PT.INTERMODA KUSUMA (SLP),,,FALSE,TRUE,,,,022--70708737,,,,PT. INTERMODA KUSUMA,,,,,,
ZS.155,vendor1086,Riyanti,,,FALSE,TRUE,,,,,,,,Surabaya,,,,,,
ZV.213,vendor1087,OBAY SOBARNA-CV.P.A.D.L (MEZORA),,,FALSE,TRUE,,,,,,,,OBAY SOBARNA-CV.P.A.D.L (MEZORA),,,,,,
SV.148,vendor1088,AGWAN AGUSTIAN (SLP),,,FALSE,TRUE,,,,,,,,AGWAN AGUSTIAN,,,,,,
SS.347,vendor1089,PT MILLENIUM INT TRADING (EC),,,FALSE,TRUE,,,,022-93396633,,,,ANTON,,,,,,
ZS.147,vendor1090,PT INDOSAL (COSMETIC),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SS.234,vendor1091,Tamim46 (SLP),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SS.192,vendor1092,TK. INTERLINING (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SS.346,vendor1093,CENTRAL GEORGETTE NUSANTARA (EC),,,FALSE,TRUE,,,,,,,,CGN,,,,,,
SV.181,vendor1094,IWAN (STANDARD),,,FALSE,TRUE,,,,,,,,IWAN (STANDARD),,,,,,
SS.298,vendor1095,PT VENTEX (SLP),,,FALSE,TRUE,,,,022-5425435,,,,GUGUN,,,,,,
SS.349,vendor1096,KING BUTTON (EC),,,FALSE,TRUE,,,,,,,,TEKUN ARIFIN,,,,,,
SS.350,vendor1097,TOKO GESPER 88 (EC),,,FALSE,TRUE,,,,,,,,GESPER 88,,,,,,
SS.325,vendor1098,PT. MBS ENERTEX (SLP),,,FALSE,TRUE,,,,022-30002127,,,,Bandung,,,,,,
SS.326,vendor1099,PT Maxistar Intermoda Indonesia (SLP),,,FALSE,TRUE,,,,,,,,Jakarta Utara,,,,,,
SS.231,vendor1100,Jun Yi Shan (SLP),,,FALSE,TRUE,,,,,,,,China,,,,,,
ZV.050,vendor1101,SITI J (ZOYA),,,FALSE,TRUE,,,,022-92763141,,,,BANDUNG,,,,,,
SS.348,vendor1102,CITRA BUTTON (EC),,,FALSE,TRUE,,,,,,,,TEKUN ARIFIN,,,,,,
ZS.208,vendor1103,PT JAYA BERKAT U (ZOYA),,,FALSE,TRUE,,,,021 29078947/48,,,,FARIDA MINARNI,,,,,,
SS.101,vendor1104,PT. CATRINE NATALI PRATAMA (SLP),,,FALSE,TRUE,,,,,,,,PT. CATRINE NATALI PRATAMA,,,,,,
SS.115,vendor1105,AMIRTEX (SLP),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,
SS.132,vendor1106,ERCAN (SLP),,,FALSE,TRUE,,,,,,,,ERCAN,,,,,,
EVI,vendor1107,EVIE (FMS),,,FALSE,TRUE,,,,,,,,Jkt,,,,,,
SV.186,vendor1108,Mila (Standard),,,FALSE,TRUE,,,,,,,,Mila,,,,,,
SS.199,vendor1109,SANDANG MURAH (SLP),,,FALSE,TRUE,,,,,,,,SANDANG MURAH (ZOYA),,,,,,Net 7 Days
SS.107,vendor1110,FLORIDA (SLP),,,FALSE,TRUE,,,,,,,,FLORIDA (SLP),,,,,,Net 7 Days
SS.327,vendor1111,FERRY SUNARTO (SLP),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SV.095,vendor1112,DEDI (SLP),,,FALSE,TRUE,,,,022-91912878,,,,BANDUNG,,,,,,
ZS.072,vendor1113,IBIZA FASHION (ZOYA),,,FALSE,TRUE,,,,022-6046560,,,,IBIZA FASHION (ZOYA),,,,,,
ZS.129,vendor1114,DE MODA (SLP),,,FALSE,TRUE,,,,021-75907559,,,,Jak Sel,,,,,,
SV.171,vendor1115,Lilis Widya Nengsih (Payet),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
ZV.187,vendor1116,SONYA PRINT (ZH),,,FALSE,TRUE,,,,91937857,,,,SONY,,,,,,
SV.034,vendor1117,DENI HAMDANI - HAMDAN (SLP),,,FALSE,TRUE,,,,(022) 91319196,,,,HAMDAN (SLP),,,,,,
ZS.173,vendor1118,PT JAYA BERKAT U (DENIM),,,FALSE,TRUE,,,,021 29078947/48,,,,FARIDA MINARNI,,,,,,
ZS.195,vendor1119,CAHAYA (TEXTILE),,,FALSE,TRUE,,,,,,,,CAHAYA,,,,,,
ZS.079..,vendor1120,PT. TYFOUNTEX,,,FALSE,TRUE,,,,,,,,SOLO,,,,,,
ZS.079,vendor1121,PT. Tyfountex Indonesia,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SS.143,vendor1122,NADITHA CREATION (SLP),,,FALSE,TRUE,,,,022-4231685,,,,BANDUNG,,,,,,
SV.022,vendor1123,ANTON SANTOSA - Jahit (SLP),,,FALSE,TRUE,,,,,,,,ANTON SANTOSA (JAHIT),,,,,,
ZS.074,vendor1124,CHINA-ANYET (ZOYA),,,FALSE,TRUE,,,,,,,,CI ANYET,,,,,,Net 90 Days
SS.328,vendor1125,OBRAS CEPAT (EC),,,FALSE,TRUE,,,,,,,,OBRAS CEPAT,,,,,,
SS.252,vendor1126,GMC Assesories (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
ZS.055,vendor1127,PT. SUDONG METAL BUTTONINDO (ZOYA),,,FALSE,TRUE,,,,022-5493884,,,,BANDUNG,,,,,,
SS.232,vendor1128,Jin Li Da (SLP),,,FALSE,TRUE,,,,,,,,"Zhongda, LIG 1518",,,,,,
ZS.197,vendor1129,PT LAMIPAK PRIMULA INDONESIA,,,FALSE,TRUE,,,,,,,,K SANTOS,,,,,,
SV.120,vendor1130,SURYA (SLP),,,FALSE,TRUE,,,,022-70358597,,,,BANDUNG,,,,,,
ZS.109,vendor1131,PT. Cedefindo (COSMETIC),,,FALSE,TRUE,,,,,,,,Julita /Astri,,,,,,
SS.096,vendor1132,HARYATI (SLP),,,FALSE,TRUE,,,,0265-336460,,,,HARYATI (SLP),,,,,,
ZV.199,vendor1133,CENTER ASIA GARMINDO (DENIM),,,FALSE,TRUE,,,,,,,,CENTER ASIA GARMINDO,,,,,,
ZV.200,vendor1134,CV ASA PRATAMA (DENIM),,,FALSE,TRUE,,,,,,,,ASA PRATAMA,,,,,,
ZV.201,vendor1135,HANY SUMARLIYAH(ZOYA),,,FALSE,TRUE,,,,85314383895,,,,JL.KP SUKASARI NO.96/127A.KIARA CONDONG,,,,,,
ZS.193,vendor1136,PT HACE SUNRICE ,,,FALSE,TRUE,,,,022-2502868,,,,RAY MANOV,,,,,,
ZV.131,vendor1137,DEDI RENGGANG (ZOYA),,,FALSE,TRUE,,,,0853 1877 1612,,,,Dedi Renggang,,,,,,
SS.351,vendor1138,PT. CENDANA GARMENTAMA (EC),,,FALSE,TRUE,,,,021-6927136,,,,JAKARTA,,,,,,
ZV.142,vendor1139,ASEP AHMAD  (ZOYA),,,FALSE,TRUE,,,,85721260388,,,,ASEP AHMAD,,,,,,
SV.057,vendor1140,RIDWAN(SLP),,,FALSE,TRUE,,,,0813-2289-0034,,,,RIDWAN,,,,,,
187,vendor1141,ROKAYAH (ZOYA),,,FALSE,TRUE,,,,81224494415,,,,.ROKAYAH,,,,,,
ZV.026,vendor1142,FAZRIL FARHAN/ANDRI MUHARAM (ZOYA),,,FALSE,TRUE,,,,,,,,FAZRIL FARHAN (ZOYA),,,,,,
SV.200,vendor1143,DIAN VIRIANY (EC),,,FALSE,TRUE,,,,022-92093060,,,,DIAN VIRIANY,,,,,,
SS.295,vendor1144,CITRA BUTTON (SLP),,,FALSE,TRUE,,,,022-5400396,,,,Tekun Arifin,,,,,,
SV.103,vendor1145,HARI (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
ZS.065,vendor1146,MUKHLIS (ZOYA),,,FALSE,TRUE,ucisjokam@gmail.com,,,81320373377,81320373377,,,KOMP GPA A9 NO 5-6,,,,,,
ZV.107,vendor1147,MARGONO  (ZOYA),,,FALSE,TRUE,,,,81320722997,,,,BANDUNG,,,,,,
ZS.040,vendor1148,TOKO INTERLINING (ZOYA),,,FALSE,TRUE,,,,,,,,TK. INTERLINING (ZOYA),,,,,,
ZS.027,vendor1149,PD. LACHU (ZOYA),,,FALSE,TRUE,,,,,,,,PD.LACHU (ZOYA),,,,,,
ZS.196,vendor1150,PT BAGUS INDOLABEL,,,FALSE,TRUE,,,,,,,,YOSEP PERMANA,,,,,,
ZS.023,vendor1151,PT. MIRTEXINDO SEJATI (ZOYA),,,FALSE,TRUE,,,,,,,,PT MIRTEXINDO SEJATI (ZOYA),,,,,,
SS.091,vendor1152,TOKO GESPER 88 (SLP),,,FALSE,TRUE,,,,,,,,TOKO GESPER 88 (SLP),,,,,,
ZS.110,vendor1153,CV Buana Karya Sejahtera (DENIM),,,FALSE,TRUE,amrizal,,,022-87785250,817215241,,,JL Sukaluyu No 64,,,,,,
ZS.105,vendor1154,PUTERA MAS PERDANA (COSMETIC),,,FALSE,TRUE,,,,021-6324038,,,,M. Deni Ramdani,,,,,,
SS.242,vendor1155,KEYO COLLECTION (SLP),,,FALSE,TRUE,,,,81910066781,,,,FAIZATY TRI NURLIHA,,,,,,
ZS.076,vendor1156,PT. KIRANA ANINDITA (COSMETIC),,,FALSE,TRUE,,,,,,,,Setu Serpong Tangerang ,,,,,,
ZS.031,vendor1157,PRIMA ACCESORIS (ZOYA),,,FALSE,TRUE,,,,+021-6499516,,,,PRIMA ACCESORIS,,,,,,
ZS.189,vendor1158,PT SINAR PELITA TERANG INDAH (MZR),,,FALSE,TRUE,,,,(022) 6674300,,,,PT SINAR PELITA TERANG INDAH,,,,,,
1000046,vendor1159,FOREST (FAMOS),,,FALSE,TRUE,,,,,,,,.TANAH ABANG JAK PUS,,,,,,
ZV.134,vendor1160,PT. ERA MURNI BUSANA - Yohan Kustanto (ZOYA),,,FALSE,TRUE,,,,811218822,,,,Yohan Kustanto,,,,,,
ZS.135,vendor1161,CV.  Kosmetika Safi Adikarda (COSMETIC),,,FALSE,TRUE,,,,(021) 94951496,,,,CV.  Kosmetika Safi Adikarda (COSMETIC),,,,,,
SS.354,vendor1162,SETIA KAWAN SEJATI (SLP),,,FALSE,TRUE,,,,022-87785055,,,,RACHMAN,,,,,,
SV.175,vendor1163,SOHEH ABENG - JAHIT (SLP),,,FALSE,TRUE,,,,,,,,SOHEH ABENG - JAHIT (SLP),,,,,,
ZV.212,vendor1164,SURIGID (MHN),,,FALSE,TRUE,,,,,,,,SIGIT SETIAWAN,,,,,,
SS.356,vendor1165,ASHLEE EMBLISMENT (EC),,,FALSE,TRUE,,,,0812-2000-3338,,,,Bandung,,,,,,
ZV.173,vendor1166,PT.USAHA LESTARI MJ (MHN),,,FALSE,TRUE,,,,022-7514035,,,,BANDUNG,,,,,,
SS.222,vendor1167,YING FENG (SLP),,,FALSE,TRUE,,,,020-88902681,,,,YING FENG (SLP),,,,,,
ZS.198,vendor1168,ANGEL TEXTILE (MZR),,,FALSE,TRUE,,,,,,,,ANGEL TEXTILE,,,,,,
SS.095,vendor1169,ESTILO (SLP),,,FALSE,TRUE,,,,022-5202426,,,,ESTILO (SLP),,,,,,
ZS.194,vendor1170,CV GELAR NESIA PERDANA ,,,FALSE,TRUE,,,,022-5211140,,,,NESIA PRADANA,,,,,,
MS.016,vendor1171,Polar,,,FALSE,TRUE,,,,,,,,Polar,,,,,,
ETERNELLY,vendor1172,ETERNELLY,,,FALSE,TRUE,,,,,,,,ETERNELLY PGMTA,,,,,,
ZV.220,vendor1173,CV. MEGA CIPTA WIBOWO (ZH),,,FALSE,TRUE,,,,,,,,EFFRY BOWO,,,,,,
PMP,vendor1174,PT.PROSA MEDIA PRIMA,,,FALSE,TRUE,,,,022-7051536,,,,BANDUNG,,,,,,
ZS.075,vendor1175,MULTI ACCESORIES (SMT),,,FALSE,TRUE,,,,,,,,Pasar Pagi Mangga Dua Lt. 3 Blok BC,,,,,,
ZS.094,vendor1176,Fashion Square (ZOYA),,,FALSE,TRUE,,,,021 72798153,,,,Ramesh,,,,,,
FDT,vendor1177,Dian Tesa (FMS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SS.086,vendor1178,NATANAEL MURDIJO WIRJOHANDJOJO (SLP),,,FALSE,TRUE,,,,8882558880,,,,NATANAEL MURDIJO WIRJOHANDJOJO (SLP),,,,,,
ZS.033,vendor1179,PT. SINAR PELITA TERANG INDAH (ZOYA),,,FALSE,TRUE,,,,85222401109,,,,PT. SINAR PELITA TERANG INDAH,,,,,,Net 14 Days
SV.197,vendor1180,PIPIH SOPIAH (EC),,,FALSE,TRUE,,,,022-91747792,,,,NASRUDIN,,,,,,
ZS.199,vendor1181,CV.CHARISMA ANUGRAH JAYA ,,,FALSE,TRUE,,,,022-5411408,,,,CV.KHARISMA,,,,,,
SV.196,vendor1182,CMJ 2 (EC),,,FALSE,TRUE,,,,,,,,CISARANTEN,,,,,,
SV.195,vendor1183,AIDAH - OHID (EC),,,FALSE,TRUE,,,,0852-2290-4139 / (022) 92507659,,,,AIDAH - OHID (EC),,,,,,
ZS.086,vendor1184,WAN FUNG ACCESSORIES (ZOYA),,,FALSE,TRUE,,,,021 - 62306225,,,,Wang Xiao Xiang,,,,,,
MS.025,vendor1185,ORDERS71,,,FALSE,TRUE,,,,81321518066,,,,ORDERS71,,,,,,
ZS.088,vendor1186,MARGONO (MEZORA),,,FALSE,TRUE,,,,,,,,Margono,,,,,,
ZS.089,vendor1187,CHANGDA Clothing (ZOYA),,,FALSE,TRUE,,,,,,,,Zhng Hong Ye Zhong Hong Ye,,,,,,
ZS.101,vendor1188,La Mode Textile (ZOYA),,,FALSE,TRUE,,,,tel.021-7221983,,,,Sutrisna Tirtadinata,,,,,,
ZS.085,vendor1189,Millis Accesories (ZOYA),,,FALSE,TRUE,,,,,,,,Millis Acc,,,,,,
ZS.087,vendor1190,TOKO SEJAHTERA (ZOYA),,,FALSE,TRUE,,,,021- 6013234,,,,Suryana Supatra,,,,,,
SS.003,vendor1191,PRONTO MODA B) (SLP),,,FALSE,TRUE,,,,(021) 7227282,,,,JAKARTA Jl. Tebah III No. 2 RT/RW: 015/003,,,,,,
ZS.090,vendor1192,PT. Multiplast Jaya Tatamandiri (COSMETIC),,,FALSE,TRUE,,,,,,,,johanes,,,,,,
